"OBJECTID","FID_J5ADCCAE55F1F458CB72D43BBA0","FID_JCEC669FB3C1942769A246F54CA","FID_JD5A3B0BAC9964E2A82FC17D52C","FID_JCFB10F4860614B8C9C6755F87E","NAME","STATE_NAME","STATE_FIPS","CNTY_FIPS","FIPS","POPULATION","POP_SQMI","POP2010","POP10_SQMI","WHITE","BLACK","AMERI_ES","ASIAN","HAWN_PI","HISPANIC","OTHER","MULT_RACE","MALES","FEMALES","AGE_UNDER5","AGE_5_9","AGE_10_14","AGE_15_19","AGE_20_24","AGE_25_34","AGE_35_44","AGE_45_54","AGE_55_64","AGE_65_74","AGE_75_84","AGE_85_UP","MED_AGE","MED_AGE_M","MED_AGE_F","HOUSEHOLDS","AVE_HH_SZ","HSEHLD_1_M","HSEHLD_1_F","MARHH_CHD","MARHH_NO_C","MHH_CHILD","FHH_CHILD","FAMILIES","AVE_FAM_SZ","HSE_UNITS","VACANT","OWNER_OCC","RENTER_OCC","NO_FARMS12","AVE_SIZE12","CROP_ACR12","AVE_SALE12","SQMI","NO_FARMS17","AVE_SIZE17","CROP_ACR17","AVE_SALE17","Shape_Leng","County","Zone","FID_JC691A5DE512F41389BD7E7BF18","price.region","Count_","Area.in.Square.Miles","FID_WI_MUNI_UTILITY_BOUNDARIES_","CODE","COLOR","UTIL_LAB","Util_Type","PSC_ID","AREA","PERIMETER","ADDRESS_1","ADDRESS_2","CITY","STATE","ZIP","PHONE","WEB","DATA_DATE","GIS_DATA","Shape_Leng.1","LABEL","FID_COOP_UTILITY_BOUNDARIES_COO","CODE.1","COLOR.1","UTIL_LAB.1","Util_Type.1","PSC_ID.1","AREA.1","PERIMETER.1","ADDRESS_1.1","ADDRESS_2.1","CITY.1","STATE.1","ZIP.1","PHONE.1","WEB.1","DATA_DATE.1","GIS_DATA.1","Shape_Leng.2","LABEL.1","FID_WI_IOU_UTILITY_BOUNDARIES_W","CITY.2","CODE.2","UTIL_LAB.2","PSC_ID.2","AREA.2","PERIMETER.2","DATA_DATE.2","GIS_DATA.2","ADDRESS_1.2","ADDRESS_2.2","STATE.2","ZIP.2","PHONE.2","WEB.2","Shape_Leng.3","UTIL_TYPE","LABEL.2","elec_utility","heating_load","cooling_load","NG_cool_NB","NG_cool_NB_capital","NG_cool_NB_MO","NG_cool_NB_emissions","NG_cool_private","NG_cool_CO2e","NG_nocool_NB","NG_nocool_NB_capital","NG_nocool_NB_MO","NG_nocool_NB_emissions","NG_nocool_private","NG_nocool_CO2e","HO_cool_NB","HO_cool_NB_capital","HO_cool_NB_MO","HO_cool_NB_emissions","HO_cool_private","HO_cool_CO2e","HO_nocool_NB","HO_nocool_NB_capital","HO_nocool_NB_MO","HO_nocool_NB_emissions","HO_nocool_private","HO_nocool_CO2e","P_cool_NB","P_cool_NB_capital","P_cool_NB_MO","P_cool_NB_emissions","P_cool_private","P_cool_CO2e","P_nocool_NB","P_nocool_NB_capital","P_nocool_NB_MO","P_nocool_NB_emissions","P_nocool_private","P_nocool_CO2e","ElecRes_cool_NB","ElecRes_cool_NB_capital","ElecRes_cool_NB_MO","ElecRes_cool_NB_emissions","ElecRes_cool_private","ElecRes_cool_CO2e","ElecRes_nocool_NB","ElecRes_nocool_NB_capital","ElecRes_nocool_NB_MO","ElecRes_nocool_NB_emissions","ElecRes_nocool_private","ElecRes_nocool_CO2e","wood_cool_NB","wood_cool_NB_capital","wood_cool_NB_MO","wood_cool_NB_emissions","wood_cool_private","wood_cool_CO2e","wood_nocool_NB","wood_nocool_NB_capital","wood_nocool_NB_MO","wood_nocool_NB_emissions","wood_nocool_private","wood_nocool_CO2e","perc_positive_NB_NG_cool","perc_positive_private_NG_cool","perc_positive_NB_NG_nocool","perc_positive_private_NG_nocool","perc_positive_NB_P_cool","perc_positive_private_P_cool","perc_positive_NB_P_nocool","perc_positive_private_P_nocool","perc_positive_NB_HO_cool","perc_positive_private_HO_cool","perc_positive_NB_HO_nocool","perc_positive_private_HO_nocool","perc_positive_NB_ElecRes_cool","perc_positive_private_ElecRes_cool","perc_positive_NB_ElecRes_nocool","perc_positive_private_ElecRes_nocool","perc_positive_NB_wood_cool","perc_positive_private_wood_cool","perc_positive_NB_wood_nocool","perc_positive_private_wood_nocool"
17,161,166,40,22,"Grant County","Wisconsin",55,43,55043,52566,44.4,51208,43.3,49655,588,103,312,5,649,221,324,26636,24572,2989,3025,2907,4741,5914,5384,5220,7067,5987,3917,2769,1288,36.3,32.9,40.2,19396,2.44,2475,2778,3748,6201,585,979,12362,2.94,21581,2185,13727,5669,2436,241,361323,166171,1183.37,2482,242,379967,180182,2.57929132,"Grant",9,2,1,416,5.50926365,42,"M-46",31,"MUSCODA LIGHT & WATER UTILITY","Municipal",4000,12.62219091,"20.91616633","PO Box 206","109 Second Street","Muscoda","WI","53573-0206","608-739-3390","https://muscoda.com/village-info/utility-information/","11/20/12 0:00"," ",33661.37411,"Muscoda Light & Water Utility",-1,"",0,"","",0,0,NA,"","","","","","","","12/30/1899 12:00:00 AM","",0,"",-1,"","","",0,0,NA,"12/30/1899 12:00:00 AM","","","","","","","",0,"","",4000,-60.6519404667463,-924.282282043484,71.9972942607055,-615.480820464438,215.850277605404,471.62783711974,-399.630542859034,14447.3892358218,-6806.64486761646,-7337.18810417251,215.850277605404,314.692958950643,-7121.3378265671,9642.43567210662,8537.91361556383,-615.48082046444,7547.20485602977,1606.1895799985,6931.72403556533,49173.6449511509,1659.27145368666,-7337.18810417251,7547.20485602977,1449.2547018294,210.016751857256,44368.6913874357,10946.1534472793,-615.480820464438,10550.6013475561,1011.03292018759,9935.12052709168,30955.3609726835,4067.5112854021,-7337.18810417251,10550.6013475561,854.098042018497,3213.4132433836,26150.4074089683,16129.6975992502,-615.480820464438,14771.893344372,1973.28507534268,14156.4125239076,60416.2265119224,9251.05543737307,-7337.18810417251,14771.893344372,1816.35019717359,7434.70524019949,55611.2729482072,10393.6148970253,-615.48082046444,9100.50015784251,1908.59555964723,8485.01933737807,58425.6268398892,3514.97273514813,-7337.18810417251,9100.50015784251,1751.66068147813,1763.31205367,53620.673276174,0.524,0.115,0,0,1,1,0.86,0.85,1,1,0.777,0.441,1,1,1,1,0,1,0,0.997
18,361,61,61,37,"Marathon County","Wisconsin",55,73,55073,136334,86.5,134063,85,122446,841,634,7146,32,2992,1223,1741,67308,66755,8771,8886,9320,9305,7100,16363,17712,20965,16653,9675,6247,3066,39.4,38.3,40.4,53176,2.49,6499,7199,11781,17470,1628,3066,36326,3,57734,4558,39090,14086,2266,211,320051,172605,1576.33,2237,212,322853,184888,3.05691312,"Marathon",5,3,2,176,42.82667798,-1,"",0,"","",0,0,"","","","","","","","","12/30/1899 12:00:00 AM","",0,"",4,"C-22",83,"TAYLOR ELECTRIC COOPERATIVE","Cooperative",5838,620.8653908,153.9796177," ","N1831 STH 13","Medford","WI","54451-9208","715-678-2411","https://www.taylorelectric.org","12/7/12 0:00","X",247806.6695,"Taylor Electric Cooperative",-1,"","","",0,0,NA,"12/30/1899 12:00:00 AM","","","","","","","",0,"","",5838,-95.9611383038992,-1122.8072803703,-394.556267374574,-616.22569622294,-26.2746365272978,247.94406537566,-642.500332750238,7694.59628444078,-7370.57346960518,-7404.56272341814,-26.2746365272978,60.263890340249,-7430.83735994544,1857.25377698353,12023.8858850697,-616.225696222938,10303.5236935378,2336.58788775479,9687.29799731489,72862.5483868697,5047.86868283907,-7404.56272341814,10303.5236935378,2148.90771271938,2898.96097011969,67025.2058794124,15703.0575547753,-616.22569622294,14828.3640583818,1490.91919261644,14212.1383621589,46389.2001156095,8727.04035254473,-7404.56272341814,14828.3640583818,1303.23901758103,7423.80133496369,40551.8576081522,28334.7847827104,-616.22569622294,25952.0486434947,2998.96183543871,25335.8229472717,93271.7526831117,21358.7675804798,-7404.56272341814,25952.0486434947,2811.2816604033,18547.4859200765,87434.4101756545,14981.5945389296,-616.22569622294,13039.4006188602,2558.41961629228,12423.1749226373,79539.4385792394,8005.57733669897,-7404.56272341814,13039.4006188602,2370.73944125687,5634.8378954421,73702.0960717821,0.106,0.013,0,0,1,1,0.92,0.904,0.998,0.952,0.899,0.794,1,1,1,1,0,1,0,1
19,278,12,12,6,"Buffalo County","Wisconsin",55,11,55011,13534,19.1,13587,19.1,13253,37,38,28,0,237,122,109,6859,6728,775,789,896,866,629,1375,1644,2201,1953,1295,839,325,44,43.8,44.2,5708,2.36,831,736,1116,2023,164,280,3808,2.86,6664,956,4413,1295,1061,288,162746,212814,709.59,966,303,164341,210203,2.26547874,"Buffalo",7,4,3,160,0.59564306,-1,"",0,"","",0,0,"","","","","","","","","12/30/1899 12:00:00 AM","",0,"",9,"C-14",83,"PIERCE-PEPIN ELECTRIC COOPERATIVE SERVICES","Cooperative",4646,607.3642169,196.8380342,"PO Box 420","W7725 USH 10","Ellsworth","WI","54011-0420","715-273-4355","https://www.piercepepin.com","8/10/09 0:00","X",316780.743,"Pierce-Pepin Electric Cooperative Services",-1,"","","",0,0,NA,"12/30/1899 12:00:00 AM","","","","","","","",0,"","",4646,-55.5398602692416,-709.426073370127,-568.44304285997,-627.299310641685,-18.2233952381957,77.0796630199113,-645.522705879881,2365.13724828906,-7422.79339606164,-7362.04144440591,-18.2233952381957,-42.5285564175283,-7380.2648396441,-1323.30077445582,5644.85636498533,-627.299310641687,4994.24339264398,1277.91228298304,4366.9440820023,39286.8257980771,-1209.49398821633,-7362.04144440591,4994.24339264398,1158.3040635456,-2367.79805176193,35598.3877753322,7772.2593440619,-627.299310641685,7563.04776542342,836.510889280162,6935.74845478174,25753.1473636835,917.908990860236,-7362.04144440591,7563.04776542342,716.902669842723,201.006321017512,22064.7093409386,17075.3639280583,-627.299310641685,15973.9654372953,1728.69780140462,15346.6661266536,53296.2286388303,10221.0135748566,-7362.04144440591,15973.9654372953,1609.08958196718,8611.9239928894,49607.7906160854,6934.06652880199,-627.299310641685,6412.23348409639,1149.13235534728,5784.93417345471,35376.9544881462,79.7161756003261,-7362.04144440591,6412.23348409639,1029.52413590984,-949.807960309518,31688.5164654013,0.01,0.002,0,0,1,1,0.612,0.45,0.949,0.895,0.158,0.117,1,1,1,1,0,1,0,0.209
20,424,100,100,59,"Shawano County","Wisconsin",55,115,55115,41831,46,41949,46.1,37254,143,3172,180,13,905,366,821,20921,21028,2443,2648,2725,2723,2013,4382,5285,6589,5461,4104,2482,1094,42.8,42.1,43.6,17019,2.42,2110,2412,3327,5844,524,1036,11566,2.91,20720,3701,12999,4020,1278,204,183461,198858,909.4,1139,217,186192,219851,2.85573694,"Shawano",3,2,1,416,3.07722554,-1,"",0,"","",0,0,"","","","","","","","","12/30/1899 12:00:00 AM","",0,"",8,"C-13",83,"OCONTO ELECTRIC COOPERATIVE","Cooperative",4348,601.1650243,280.1213663,"PO Box 168","7479 REA Road","Oconto Falls","WI","54154-0168","920-846-2816","https://www.ocontoelectric.com","7/15/09 0:00","X",450812.5418,"Oconto Electric Cooperative",-1,"","","",0,0,NA,"12/30/1899 12:00:00 AM","","","","","","","",0,"","",4348,-61.822411755501,-862.569065198126,-525.361983177758,-622.189153971101,-21.5726980844192,118.399868877761,-643.761852055521,3583.79432602975,-7410.21626011138,-7360.73681834049,-21.5726980844192,-27.9067436864696,-7382.30951642491,-901.124733647746,7611.81973320842,-622.1891539711,6625.89176738275,1608.11711979677,6003.70261341165,49292.6105023655,726.965456274796,-7360.73681834049,6625.89176738275,1461.81050723254,-734.845050957744,44807.691442688,10025.74491686,-622.189153971101,9601.24958900749,1046.68448182361,8979.06043503639,32072.6135636378,3140.89063992638,-7360.73681834049,9601.24958900749,900.377869259377,2240.512770667,27587.6945039603,19712.1523806117,-622.1891539711,18305.5694546682,2028.77207991466,17683.3803006971,62169.7627415966,12827.2981036781,-7360.73681834049,18305.5694546682,1882.46546735043,10944.8326363277,57684.8436819191,10168.222451944,-622.1891539711,8953.42196169287,1836.98964422219,8331.23280772177,56249.5045363354,3283.36817501034,-7360.73681834049,8953.42196169287,1690.68303165796,1592.68514335238,51764.585476658,0.038,0.002,0,0,1,1,0.863,0.811,0.985,0.914,0.502,0.166,1,1,1,1,0,1,0,0.965
22,175,180,49,28,"Jefferson County","Wisconsin",55,55,55055,85712,147.1,83686,143.6,78632,681,257,560,18,5555,2479,1059,41638,42048,5235,5590,5537,6648,5436,10074,11056,12747,10321,6103,3441,1498,38.1,37.3,38.9,32117,2.49,3703,4382,7319,10287,954,1879,21872,2.99,35147,3030,22769,9348,1225,186,181813,209024,582.74,1098,202,183898,278042,1.64892728,"Jefferson",10,2,1,416,2.20986367,45,"M-75",31,"WATERLOO WATER & LIGHT COMMISSION","Municipal",6220,7.14171019,"10.68862759"," ","575 Commercial Avenue","Waterloo","WI","53594-2400","920-478-2260","https://www.waterlooutilities.com/","11/9/12 0:00"," ",17190.05311,"Waterloo Water & Light Commission",-1,"",0,"","",0,0,NA,"","","","","","","","12/30/1899 12:00:00 AM","",0,"",-1,"","","",0,0,NA,"12/30/1899 12:00:00 AM","","","","","","","",0,"","",6220,-76.740065769787,-1169.89491160774,144.665019595912,-628.858509543352,193.636196885773,579.88733225349,-435.222312657579,17878.4006035838,-6814.41813307923,-7390.25721372132,193.636196885773,382.202883756317,-7196.62101683554,11795.1883786053,11779.7465452871,-628.85850954335,10352.3661464843,2056.23890834614,9723.50763694095,63310.6202457968,4820.66339261194,-7390.25721372132,10352.3661464843,1858.55445984897,2962.10893276298,57227.4080208184,14659.0591339722,-628.858509543352,14009.033992212,1278.88365130359,13380.1754826686,39383.7565189881,7699.97598129705,-7390.25721372132,14009.033992212,1081.19920280642,6618.77677849063,33300.5442940096,20510.9169613005,-628.85850954335,18650.8247925371,2488.95067830672,18021.9662829938,76611.7715192623,13551.8338086254,-7390.25721372132,18650.8247925371,2291.26622980954,11260.5675788158,70528.5592942838,13697.2088453496,-628.85850954335,11828.2446226183,2497.82273227463,11199.386113075,76899.177449143,6738.12569267448,-7390.25721372132,11828.2446226183,2300.13828377746,4437.98740889702,70815.9652241646,0.571,0.113,0,0,1,1,0.939,0.914,1,1,0.913,0.874,1,1,1,1,0,1,0,1
24,221,226,95,57,"Sauk County","Wisconsin",55,111,55111,64856,76.4,61976,73,58588,357,769,337,13,2675,1156,756,30848,31128,3979,4014,4170,3930,3336,7734,8044,9545,7936,4769,2962,1557,39.9,38.5,41.4,25192,2.43,3082,3805,5191,7832,850,1637,16634,2.94,29708,4516,17690,7502,1665,200,209776,124356,849.19,1412,212,197736,133470,2.33447792,"Sauk",9,2,1,416,0.91384844,66,"M-62",0,"SAUK CITY ELECTRIC UTILITY","Municipal",5260,2.52767611,"9.788710967"," ","726 Water Street","Sauk City","WI","53583-1597","608-643-8336","https://www.saukcity.net/index.asp?SEC=3783102F-4CEF-4B0A-ADD2-4DE7F4061D24&Type=B_BASIC","1/27/15 0:00"," ",15753.43477,"Sauk City Electric Utility",-1,"",0,"","",0,0,NA,"","","","","","","","12/30/1899 12:00:00 AM","",0,"",-1,"","","",0,0,NA,"12/30/1899 12:00:00 AM","","","","","","","",0,"","",5260,-73.5256773377589,-1209.73963094224,64.687250663148,-637.633387218797,180.96409991188,521.356537970062,-456.669287306917,16125.5699220728,-6899.13174198629,-7397.13202240743,180.96409991188,317.036180509257,-7216.16792249555,9834.8057051429,10853.477638306,-637.633387218797,9550.41431800692,1940.6967075179,8912.78093078813,59766.6217762369,3889.65864565659,-7397.13202240743,9550.41431800692,1736.3763500571,2153.28229559949,53475.857559307,13642.1719391149,-637.633387218797,13062.2500367485,1217.55528958518,12424.6166495297,37501.6522912693,6678.35294646547,-7397.13202240743,13062.2500367485,1013.23493212437,5665.11801434109,31210.8880743394,20010.1235425461,-637.633387218795,18268.9991913784,2378.75773838652,17631.3658041596,73261.9326558376,13046.3045498966,-7397.13202240743,18268.9991913784,2174.43738092572,10871.8671689709,66971.1684389078,12627.9362702246,-637.633387218795,10982.0779785913,2283.49167885205,10344.4445913725,70336.2869091805,5664.11727757512,-7397.13202240743,10982.0779785913,2079.17132139125,3584.94595618387,64045.5226922507,0.531,0.099,0,0,1,1,0.906,0.897,1,1,0.892,0.773,1,1,1,1,0,1,0,1
26,344,48,48,27,"Jackson County","Wisconsin",55,53,55053,20257,20.2,20449,20.4,18258,400,1271,53,20,519,144,303,10874,9575,1252,1294,1277,1246,1067,2482,2638,3183,2707,1832,1044,427,41.4,40.4,42.6,7843,2.44,1096,1017,1487,2581,275,514,5236,2.93,9727,1884,5917,1926,864,278,139347,196263,1000.48,855,290,135568,180293,2.77350478,"Jackson",7,4,3,160,44.94180418,-1,"",0,"","",0,0,"","","","","","","","","12/30/1899 12:00:00 AM","",0,"",15,"C-12",83,"OAKDALE ELECTRIC COOPERATIVE","Cooperative",4320,1361.977719,418.2959797,"PO Box 128","489 N Oakwood Street","Oakdale","WI","54649-0128","608-372-4131","https://www.oakdalerec.com","7/15/09 0:00","X",673183.4715,"Oakdale Electric Cooperative",-1,"","","",0,0,NA,"12/30/1899 12:00:00 AM","","","","","","","",0,"","",4320,-80.3743562638803,-1566.1192284783,29.426310545412,-618.890423180283,153.780117987517,494.536615738177,-465.110305192766,15317.268497544,-6993.25176410309,-7379.19384113475,153.780117987517,232.161959044149,-7225.41372314724,7172.81958857735,10969.9067113107,-618.890423180281,9574.92249484896,2013.87463964206,8956.03207166867,62468.7516046478,3947.22863666224,-7379.19384113475,9574.92249484896,1751.49998294803,2195.7286537142,54324.3026956811,14166.9478306146,-618.890423180283,13534.4682557616,1251.36999803335,12915.5778325813,38835.3517210709,7144.26975596612,-7379.19384113475,13534.4682557616,988.99534133932,6155.2744146268,30690.9028121042,21223.400396437,-618.890423180281,19327.7919435551,2514.4988760621,18708.9015203749,78039.1336611447,14200.7223217885,-7379.19384113475,19327.7919435551,2252.12421936807,11948.5981024204,69894.6847521781,13131.0852737615,-618.890423180281,11441.6283337758,2308.34736316607,10822.7379105955,71621.3563366771,6108.40719911304,-7379.19384113475,11441.6283337758,2045.97270647204,4062.434492641,63476.9074277105,0.49,0.095,0,0,1,1,0.899,0.888,1,0.999,0.886,0.82,1,1,1,1,0,1,0,1
28,132,137,18,9,"Chippewa County","Wisconsin",55,17,55017,65828,63.2,62415,59.9,59504,982,310,774,14,800,182,649,32404,30011,4117,4024,4045,3914,3335,7883,8098,9965,8099,4664,2966,1305,40.1,39,41.2,24410,2.45,2943,3343,5216,8185,737,1506,16677,2.93,27185,2775,18203,6207,1757,219,249869,144107,1041.27,1409,253,243035,152830,2.35891993,"Chippewa",4,4,3,160,1.26128503,6,"M-19",31,"CORNELL MUNICIPAL WATER & ELECTRIC UTILITY","Municipal",1370,12.02741771,"17.27096171","PO Box 796"," ","Cornell","WI","54732-0796","715-239-3717","http://www.cityofcornell.com/","12/13/12 0:00"," ",15239.14428,"Cornell Municipal Water & Electric Utility",-1,"",0,"","",0,0,NA,"","","","","","","","12/30/1899 12:00:00 AM","",0,"",-1,"","","",0,0,NA,"12/30/1899 12:00:00 AM","","","","","","","",0,"","",1370,-89.126368950941,-969.598391796848,627.013890720864,-631.48656440873,590.790674423593,667.709780705998,-40.6958899851361,20503.5324650377,-6276.12451990298,-7370.5600347441,590.790674423593,503.644840417523,-6779.7693603205,15460.9367718897,13449.6992593239,-631.486564408728,11890.8024860898,2190.38333764284,11259.3159216811,67322.3140354504,6546.56084870007,-7370.5600347441,11890.8024860898,2026.31839735436,4520.24245134571,62279.7183423023,16921.1905773224,-631.48656440873,16229.1911564749,1323.48598525624,15597.7045920661,40655.2167778609,10018.0521666985,-7370.5600347441,16229.1911564749,1159.42104496776,8858.63112173078,35612.6210847128,20596.1998113134,-631.486564408728,18493.6926700454,2733.99370567672,17862.2061056367,84014.1077968094,13693.0614006896,-7370.5600347441,18493.6926700454,2569.92876538825,11123.1326353013,78971.5121036613,14387.2829158595,-631.486564408728,12489.5629088656,2529.20657140267,11858.0763444568,77693.6531545815,7484.14450523567,-7370.5600347441,12489.5629088656,2365.14163111419,5119.00287412148,72651.0574614335,0.883,0.401,0,0,1,1,0.966,0.918,1,1,0.891,0.89,1,1,1,1,0,1,0,1
32,181,186,50,29,"Juneau County","Wisconsin",55,57,55057,27128,33.7,26664,33.2,25077,557,398,115,7,687,188,322,14029,12635,1457,1548,1622,1601,1274,2978,3387,4447,3673,2612,1441,624,43.5,42.6,44.7,10527,2.38,1485,1512,1824,3424,350,658,6810,2.89,14669,4142,7908,2619,827,218,108817,150871,805.17,715,245,113995,163295,2.57801329,"Juneau",8,2,1,416,0.74916507,63,"M-82",9,"WONEWOC ELECTRIC & WATER UTILITY","Municipal",6760,1.12673047,"5.919729156","PO Box 37"," ","Wonewoc","WI","53968-0037","608-464-3114","https://www.wonewocwisc.com/public-works-department/","2/5/19 0:00"," ",9526.899652,"Wonewoc Electric & Water Utility",-1,"",0,"","",0,0,NA,"","","","","","","","12/30/1899 12:00:00 AM","",0,"",-1,"","","",0,0,NA,"12/30/1899 12:00:00 AM","","","","","","","",0,"","",6760,-59.3362929370085,-908.306419199067,659.422482482143,-615.579584256835,671.621423750935,603.380642988043,56.0418394940998,18555.2494178551,-6223.99782750877,-7345.40125297237,671.621423750935,449.782001712666,-6673.77982922143,13831.1391668569,9400.03399423597,-615.579584256837,8424.15947814458,1591.45410034823,7808.57989388774,48925.671751894,2516.61368424506,-7345.40125297237,8424.15947814458,1437.85545907285,1078.75822517221,44201.5615008959,11749.2248906815,-615.579584256835,11378.4358533358,986.368621602534,10762.856269079,30341.827716047,4865.80458069061,-7345.40125297237,11378.4358533358,832.769980327156,4033.03460036345,25617.7174650488,14147.8721219797,-615.579584256835,12840.7288782975,1922.72282793909,12225.1492940406,59141.0111011001,7264.4518119888,-7345.40125297237,12840.7288782975,1769.12418666372,5495.32762532509,54416.9008501019,10421.7296297183,-615.579584256835,9113.83113212139,1923.4780818537,8498.25154786455,59166.328541815,3538.30931972734,-7345.40125297237,9113.83113212139,1769.87944057833,1768.42987914902,54442.2182908169,0.924,0.503,0,0,1,1,0.888,0.878,1,1,0.866,0.679,1,1,1,1,0,1,0,0.997
39,301,22,22,12,"Crawford County","Wisconsin",55,23,55023,16565,27.6,16644,27.8,16080,296,39,63,3,150,36,127,8575,8069,948,1014,1046,1028,779,1743,1838,2651,2535,1679,962,421,44.6,42.9,46.2,6812,2.33,943,1055,1210,2315,213,405,4479,2.85,8802,1990,5151,1661,1105,196,98432,67782,599.21,1034,204,98951,70965,1.96196751,"Crawford",9,2,1,416,1.53616316,-1,"",0,"","",0,0,"","","","","","","","","12/30/1899 12:00:00 AM","",0,"",17,"C-17",83,"RICHLAND ELECTRIC COOPERATIVE","Cooperative",5075,425.7647103,179.7758778,"PO Box 439","1027 N Jefferson Street","Richland Center","WI","53581-0439","608-647-3173","https://www.rec.coop","11/3/09 0:00"," ",289321.809,"Richland Electric Cooperative",-1,"","","",0,0,NA,"12/30/1899 12:00:00 AM","","","","","","","",0,"","",5075,-57.8812110622556,-1365.65247655233,-635.514674672155,-635.514674672153,0,0,-635.514674672153,7.27595761418343e-12,-7589.40875736385,-7356.75326706675,0,-232.655490297099,-7356.75326706675,-7103.18646381771,2938.22306347902,-635.514674672155,2499.70895942319,1074.02877872798,1864.19428475103,32520.5796055335,-4015.67101921267,-7356.75326706675,2499.70895942319,841.373288430882,-4857.04430764356,25417.3931417158,4834.11162495337,-635.514674672153,4631.16473687888,838.461562746642,3995.65006220673,25476.4464990781,-2119.78245773833,-7356.75326706675,4631.16473687888,605.806072449543,-2725.58853018787,18373.2600352604,26044.4178171594,-635.514674672155,24777.9401683537,1901.9923234779,24142.4254936815,58063.4671921771,19090.5237344677,-7356.75326706675,24777.9401683537,1669.3368331808,17421.1869012869,50960.2807283594,1677.6665475899,-635.514674672153,2396.29794576541,-83.1167235033513,1760.78327109326,-2554.4223821745,-5276.22753510179,-7356.75326706675,2396.29794576541,-315.77221380045,-4960.45532130134,-9657.60884599222,0,0,0,0,0.913,0.886,0.17,0.146,0.881,0.843,0.12,0.12,1,1,1,1,0,1,0,0
42,146,151,24,13,"Dane County","Wisconsin",55,25,55025,557909,450.8,488073,394.1,413631,25347,1730,23035,166,28925,12064,12100,241411,246662,30240,29874,28873,32869,47252,78853,64784,68809,56375,26559,15811,7774,34.5,33.5,35.5,203750,2.33,27923,34266,40360,51561,4509,12258,116752,2.95,216022,12272,121509,82241,2749,183,396321,171553,1237.5,2566,197,410309,198392,2.52842027,"Dane",10,2,1,416,9.79649904,50,"M-45",31,"MOUNT HOREB ELECTRIC UTILITY","Municipal",3930,33.92230419,"30.745464"," ","138 E Main Street","Mount Horeb","WI","53572","608-437-3300","http://www.mounthorebwi.info/departments-services/mount-horeb-utilities","11/16/12 0:00"," ",49480.12698,"Mount Horeb Electric Utility",-1,"",0,"","",0,0,NA,"","","","","","","","12/30/1899 12:00:00 AM","",0,"",-1,"","","",0,0,NA,"12/30/1899 12:00:00 AM","","","","","","","",0,"","",3930,-95.2572125183925,-1266.30709484638,624.06514534328,-637.067518159402,519.858272274018,741.274391228668,-117.209245885384,22901.4273948465,-6386.05374975863,-7434.32538909714,519.858272274018,528.413367064491,-6914.46711682312,16314.5825291049,14056.8495613271,-637.067518159402,12295.3130203638,2398.60405912269,11658.2455022044,74140.9614557215,7046.73066622519,-7434.32538909714,12295.3130203638,2185.74303495851,4860.98763126668,67554.1165899799,17867.3707437371,-637.067518159402,17031.790621567,1472.64764032946,16394.7231034076,45524.2051925075,10857.2518486352,-7434.32538909714,17031.790621567,1259.78661616529,9597.4652324699,38937.3603267658,23412.2668639509,-637.067518159402,21077.1108760783,2972.22350603201,20440.0433579189,91954.8731505544,16402.1479688489,-7434.32538909714,21077.1108760783,2759.36248186783,13642.7854869811,85368.0282848128,15894.2860002249,-637.067518159402,13733.0015682341,2798.35195015017,13095.9340500747,86556.6030458432,8884.16710512298,-7434.32538909714,13733.0015682341,2585.49092598599,6298.67617913698,79969.7581801016,0.855,0.334,0,0,1,1,0.972,0.933,1,1,0.893,0.893,1,1,1,1,0,1,0,1
