OBJECTID,FID_J5ADCCAE55F1F458CB72D43BBA0,FID_JCEC669FB3C1942769A246F54CA,FID_JD5A3B0BAC9964E2A82FC17D52C,FID_JCFB10F4860614B8C9C6755F87E,NAME,STATE_NAME,STATE_FIPS,CNTY_FIPS,FIPS,POPULATION,POP_SQMI,POP2010,POP10_SQMI,WHITE,BLACK,AMERI_ES,ASIAN,HAWN_PI,HISPANIC,OTHER,MULT_RACE,MALES,FEMALES,AGE_UNDER5,AGE_5_9,AGE_10_14,AGE_15_19,AGE_20_24,AGE_25_34,AGE_35_44,AGE_45_54,AGE_55_64,AGE_65_74,AGE_75_84,AGE_85_UP,MED_AGE,MED_AGE_M,MED_AGE_F,HOUSEHOLDS,AVE_HH_SZ,HSEHLD_1_M,HSEHLD_1_F,MARHH_CHD,MARHH_NO_C,MHH_CHILD,FHH_CHILD,FAMILIES,AVE_FAM_SZ,HSE_UNITS,VACANT,OWNER_OCC,RENTER_OCC,NO_FARMS12,AVE_SIZE12,CROP_ACR12,AVE_SALE12,SQMI,NO_FARMS17,AVE_SIZE17,CROP_ACR17,AVE_SALE17,Shape_Leng,County,Zone,FID_JC691A5DE512F41389BD7E7BF18,price region,Count_,Area in Square Miles,FID_WI_MUNI_UTILITY_BOUNDARIES_,CODE,COLOR,UTIL_LAB,Util_Type,PSC_ID,AREA,PERIMETER,ADDRESS_1,ADDRESS_2,CITY,STATE,ZIP,PHONE,WEB,DATA_DATE,GIS_DATA,Shape_Leng,LABEL,FID_COOP_UTILITY_BOUNDARIES_COO,CODE,COLOR,UTIL_LAB,Util_Type,PSC_ID,AREA,PERIMETER,ADDRESS_1,ADDRESS_2,CITY,STATE,ZIP,PHONE,WEB,DATA_DATE,GIS_DATA,Shape_Leng,LABEL,FID_WI_IOU_UTILITY_BOUNDARIES_W,CITY,CODE,UTIL_LAB,PSC_ID,AREA,PERIMETER,DATA_DATE,GIS_DATA,ADDRESS_1,ADDRESS_2,STATE,ZIP,PHONE,WEB,Shape_Leng,UTIL_TYPE,LABEL
1040,246,252,119,72,Wood County,Wisconsin,55,141,55141,74976,92.6,74749,92.4,71048,393,587,1319,9,1680,593,800,36777,37972,4482,4451,4848,4949,3913,8249,8973,12281,9841,6280,4305,2177,42.4,41.2,43.7,31598,2.34,4126,5202,6017,10401,853,1995,20577,2.87,34088,2490,23129,8469,1067,209,132947,150256,809.25,1062,208,128114,132857,2.05727492,Wood,8,3,2,176,14.1081777,17,M-81,31,WISCONSIN RAPIDS WATERWORKS & LIGHT,Municipal,6700,67.10207168,55.54488582,PO Box 399,221 16th Street South,Wisconsin Rapids,WI,54494-0399,715-423-6300,https://www.wrwwlc.com/,1/26/15 0:00,X,89391.0075,Wisconsin Rapids Waterworks & Light,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,11,Madison,WPL,WISCONSIN POWER & LIGHT COMPANY,6680,9364.004994,4254.18622,12/21/20 0:00,X, ,4902 North Biltmore Lane,WI,53718,608-458-3311,https://www.alliantenergy.com,6846462.76,Investor-Owned,Wisconsin Power & Light Company
1041,246,252,119,72,Wood County,Wisconsin,55,141,55141,74976,92.6,74749,92.4,71048,393,587,1319,9,1680,593,800,36777,37972,4482,4451,4848,4949,3913,8249,8973,12281,9841,6280,4305,2177,42.4,41.2,43.7,31598,2.34,4126,5202,6017,10401,853,1995,20577,2.87,34088,2490,23129,8469,1067,209,132947,150256,809.25,1062,208,128114,132857,2.05727492,Wood,8,3,2,176,0.9619272,17,M-81,31,WISCONSIN RAPIDS WATERWORKS & LIGHT,Municipal,6700,67.10207168,55.54488582,PO Box 399,221 16th Street South,Wisconsin Rapids,WI,54494-0399,715-423-6300,https://www.wrwwlc.com/,1/26/15 0:00,X,89391.0075,Wisconsin Rapids Waterworks & Light,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,12,Wisconsin Rapids,CWP,CONSOLIDATED WATER POWER COMPANY,1330,1.46276816,13.06552214,11/9/16 0:00, , ,610 High Street,WI,54495,715-422-3303,https://www.cwpco.com,21026.96171,Investor-Owned,Consolidated Water Power Company
1042,214,219,89,54,Rock County,Wisconsin,55,105,55105,163816,225.6,160331,220.8,140513,7978,516,1630,39,12124,5948,3707,78815,81516,10445,11116,11427,11581,9409,20159,21393,24117,18925,11466,7256,3037,37.9,36.8,39,62905,2.5,7277,9252,12896,18261,2287,5564,42416,3,68422,5517,44380,18525,1509,234,303657,181858,726.16,1587,223,302797,185539,1.87766631,Rock,10,2,1,416,0.73853899,80,M-68,9,STOUGHTON ELECTRIC UTILITY,Municipal,5740,46.26750244,53.08298912,PO Box 383,600 S Fourth Street,Stoughton,WI,53589-0383,608-873-3379,https://www.stoughtonutilities.com/,12/19/19 0:00,X,85428.9609,Stoughton Electric Utility,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,11,Madison,WPL,WISCONSIN POWER & LIGHT COMPANY,6680,9364.004994,4254.18622,12/21/20 0:00,X, ,4902 North Biltmore Lane,WI,53718,608-458-3311,https://www.alliantenergy.com,6846462.76,Investor-Owned,Wisconsin Power & Light Company
1043,143,148,24,13,Dane County,Wisconsin,55,25,55025,557909,450.8,488073,394.1,413631,25347,1730,23035,166,28925,12064,12100,241411,246662,30240,29874,28873,32869,47252,78853,64784,68809,56375,26559,15811,7774,34.5,33.5,35.5,203750,2.33,27923,34266,40360,51561,4509,12258,116752,2.95,216022,12272,121509,82241,2749,183,396321,171553,1237.5,2566,197,410309,198392,2.52842027,Dane,10,2,1,416,3.86799261,44,M-41,31,MAZOMANIE ELECTRIC UTILITY,Municipal,3470,3.87988252,11.21385048,PO Box 26,133 Crescent Road,Mazomanie,WI,53560-0026,608-795-2100,http://www.villageofmazomaniewi.gov/links/utilities/,2/5/19 0:00, ,18046.97908,Mazomanie Electric Utility,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,11,Madison,WPL,WISCONSIN POWER & LIGHT COMPANY,6680,9364.004994,4254.18622,12/21/20 0:00,X, ,4902 North Biltmore Lane,WI,53718,608-458-3311,https://www.alliantenergy.com,6846462.76,Investor-Owned,Wisconsin Power & Light Company
1044,452,119,119,72,Wood County,Wisconsin,55,141,55141,74976,92.6,74749,92.4,71048,393,587,1319,9,1680,593,800,36777,37972,4482,4451,4848,4949,3913,8249,8973,12281,9841,6280,4305,2177,42.4,41.2,43.7,31598,2.34,4126,5202,6017,10401,853,1995,20577,2.87,34088,2490,23129,8469,1067,209,132947,150256,809.25,1062,208,128114,132857,2.05727492,Wood,8,3,2,176,16.46781259,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,10,C-06,83,CLARK ELECTRIC COOPERATIVE,Cooperative,1144,1225.566137,375.4412319,PO Box 190,124 N Main Street,Greenwood,WI,54437-0190,715-267-6188,https://www.cecoop.com,7/13/09 0:00, ,604215.3023,Clark Electric Cooperative,11,Madison,WPL,WISCONSIN POWER & LIGHT COMPANY,6680,9364.004994,4254.18622,12/21/20 0:00,X, ,4902 North Biltmore Lane,WI,53718,608-458-3311,https://www.alliantenergy.com,6846462.76,Investor-Owned,Wisconsin Power & Light Company
1045,120,123,-1,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.00000004,16,M-01,9,ALGOMA UTILITY COMMISSION,Municipal,50,3.27862627,10.10751929, ,1407 Flora Avenue,Algoma,WI,54201,920-487-5556,https://www.algomautilities.com/,11/7/12 0:00, ,16266.50806,Algoma Utility Commission,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,1,Green Bay,WPSC,WISCONSIN PUBLIC SERVICE CORPORATION,6690,9748.436843,1609.078781,1/9/19 0:00,X,P.O. Box 19003, ,WI,54307-9003,800-450-7260,https://www.wisconsinpublicservice.com,2589566.461,Investor-Owned,Wisconsin Public Service Corporation
1046,237,242,108,64,Vilas County,Wisconsin,55,125,55125,21742,21.4,21430,21.1,18658,35,2370,61,1,268,45,260,10861,10569,956,1014,1062,1184,738,1639,2205,3461,3615,3124,1800,632,50.7,49.7,51.5,9658,2.2,1398,1377,1273,3865,254,508,6332,2.66,25116,15458,7722,1936,47,146,2805,216895,1017.72,67,84,3326,103854,2.91888941,Vilas,2,3,2,176,1.01851459,77,M-22,9,EAGLE RIVER LIGHT & WATER COMMISSION,Municipal,1710,3.52774764,17.2557294,PO Box 1269,525 E Maple Street,Eagle River,WI,54521-1269,715-479-8121,https://eagleriver.govoffice2.com/?SEC=39170875-43DB-4CA7-B35B-E613F75401C2,2/5/19 0:00,X,27770.46012,Eagle River Light & Water Commission,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,1,Green Bay,WPSC,WISCONSIN PUBLIC SERVICE CORPORATION,6690,9748.436843,1609.078781,1/9/19 0:00,X,P.O. Box 19003, ,WI,54307-9003,800-450-7260,https://www.wisconsinpublicservice.com,2589566.461,Investor-Owned,Wisconsin Public Service Corporation
1047,166,171,41,23,Green County,Wisconsin,55,45,55045,37234,63.7,36842,63,35593,140,65,198,11,1033,490,345,18241,18601,2354,2508,2511,2371,1599,4126,4901,6069,4906,2765,1854,878,41.2,40.3,42.1,14866,2.45,1719,2101,3403,4882,452,850,10172,2.94,15856,990,11192,3674,1545,196,238606,129669,584.55,1428,205,239493,154796,1.64983686,Green,10,2,1,416,6.78725836,52,M-25,31,EVANSVILLE WATER & LIGHT,Municipal,1880,59.54801947,43.26201242,PO Box 76,31 S Madison Street,Evansville,WI,53536-0076,608-882-2280,http://www.ci.evansville.wi.gov/services_by_department/municipal_utility/,11/9/12 0:00, ,69623.59937,Evansville Water & Light,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,11,Madison,WPL,WISCONSIN POWER & LIGHT COMPANY,6680,9364.004994,4254.18622,12/21/20 0:00,X, ,4902 North Biltmore Lane,WI,53718,608-458-3311,https://www.alliantenergy.com,6846462.76,Investor-Owned,Wisconsin Power & Light Company
1048,383,80,80,48,Pierce County,Wisconsin,55,93,55093,43559,73.5,41019,69.3,39614,232,151,301,7,623,201,513,20420,20599,2414,2535,2556,3836,4659,4710,5053,6247,4726,2363,1315,605,34.5,34.8,34.3,15002,2.55,1710,1610,3532,4783,459,783,10188,2.97,16132,1130,11115,3887,1259,195,166276,141901,592.73,1229,190,166265,121535,1.85679885,Pierce,7,4,3,160,8.65297116,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,7,C-07,83,DUNN ENERGY COOPERATIVE,Cooperative,1688,856.1823572,311.1502716,PO Box 220,N5725 600th Street,Menomonie,WI,54751-0220,715-232-6240,https://www.dunnenergy.com,2/17/15 0:00,X,500748.8242,Dunn Energy Cooperative,9,Eau Claire,NSPW,NORTHERN STATES POWER COMPANY-WISCONSIN,4220,7182.970871,3865.523269,12/19/19 0:00,X, ,1414 West Hamilton Avenue,WI,54701,715-839-2625,https://www.xcelenergy.com,6220969.121,Investor-Owned,Northern States Power Company-Wisconsin
1049,312,29,29,17,Dunn County,Wisconsin,55,33,55033,45705,52.9,43857,50.8,41545,220,168,1143,15,626,228,538,22133,21724,2422,2497,2566,4186,5997,4983,4947,5897,5039,2754,1721,848,33.5,32.5,34.5,16373,2.47,2019,2185,3310,5128,451,811,10289,2.95,17964,1591,11084,5289,1404,265,252539,187452,863.89,1288,270,240765,165326,2.06137353,Dunn,7,2,1,416,0.74028055,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,6,C-21,83,ST CROIX ELECTRIC COOPERATIVE,Cooperative,5195,697.9765553,158.8337599, ,1925 Ridgeway Street,Hammond,WI,54015-5038,800-924-3407,https://www.scecnet.net,12/5/12 0:00,X,255618.6698,St Croix Electric Cooperative,9,Eau Claire,NSPW,NORTHERN STATES POWER COMPANY-WISCONSIN,4220,7182.970871,3865.523269,12/19/19 0:00,X, ,1414 West Hamilton Avenue,WI,54701,715-839-2625,https://www.xcelenergy.com,6220969.121,Investor-Owned,Northern States Power Company-Wisconsin
1050,306,24,24,13,Dane County,Wisconsin,55,25,55025,557909,450.8,488073,394.1,413631,25347,1730,23035,166,28925,12064,12100,241411,246662,30240,29874,28873,32869,47252,78853,64784,68809,56375,26559,15811,7774,34.5,33.5,35.5,203750,2.33,27923,34266,40360,51561,4509,12258,116752,2.95,216022,12272,121509,82241,2749,183,396321,171553,1237.5,2566,197,410309,198392,2.52842027,Dane,10,2,1,416,1.88693674,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,18,C-01,83,ADAMS-COLUMBIA ELECTRIC COOPERATIVE,Cooperative,23,1921.123267,1035.248779,PO Box 70,401 E Lake Street,Friendship,WI,53934-0070,608-339-3346,https://www.acecwi.com,7/24/09 0:00,X,1666074.743,Adams-Columbia Electric Cooperative,10,Superior,WEP,WISCONSIN ELECTRIC POWER COMPANY,6630,6535.682729,1246.223422,12/19/19 0:00,X, ,2915 Hill Avenue,WI,54880,414-221-2345,https://www.we-energies.com,2005606.199,Investor-Owned,Wisconsin Electric Power Company
1051,306,24,24,13,Dane County,Wisconsin,55,25,55025,557909,450.8,488073,394.1,413631,25347,1730,23035,166,28925,12064,12100,241411,246662,30240,29874,28873,32869,47252,78853,64784,68809,56375,26559,15811,7774,34.5,33.5,35.5,203750,2.33,27923,34266,40360,51561,4509,12258,116752,2.95,216022,12272,121509,82241,2749,183,396321,171553,1237.5,2566,197,410309,198392,2.52842027,Dane,10,2,1,416,4.51698481,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,18,C-01,83,ADAMS-COLUMBIA ELECTRIC COOPERATIVE,Cooperative,23,1921.123267,1035.248779,PO Box 70,401 E Lake Street,Friendship,WI,53934-0070,608-339-3346,https://www.acecwi.com,7/24/09 0:00,X,1666074.743,Adams-Columbia Electric Cooperative,11,Madison,WPL,WISCONSIN POWER & LIGHT COMPANY,6680,9364.004994,4254.18622,12/21/20 0:00,X, ,4902 North Biltmore Lane,WI,53718,608-458-3311,https://www.alliantenergy.com,6846462.76,Investor-Owned,Wisconsin Power & Light Company
1052,360,59,59,35,Lincoln County,Wisconsin,55,69,55069,28182,31.1,28743,31.7,27929,157,100,124,10,340,131,292,14412,14331,1471,1602,1870,1996,1169,2798,3576,5078,3914,2740,1740,789,44.7,43.7,45.7,12094,2.33,1555,1742,2224,4380,381,671,8176,2.81,16784,4690,9318,2776,449,171,38249,66588,906.79,426,184,43032,86838,2.10474371,Lincoln,5,3,2,176,18.33966958,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,4,C-22,83,TAYLOR ELECTRIC COOPERATIVE,Cooperative,5838,620.8653908,153.9796177, ,N1831 STH 13,Medford,WI,54451-9208,715-678-2411,https://www.taylorelectric.org,12/7/12 0:00,X,247806.6695,Taylor Electric Cooperative,1,Green Bay,WPSC,WISCONSIN PUBLIC SERVICE CORPORATION,6690,9748.436843,1609.078781,1/9/19 0:00,X,P.O. Box 19003, ,WI,54307-9003,800-450-7260,https://www.wisconsinpublicservice.com,2589566.461,Investor-Owned,Wisconsin Public Service Corporation
1053,329,41,41,23,Green County,Wisconsin,55,45,55045,37234,63.7,36842,63,35593,140,65,198,11,1033,490,345,18241,18601,2354,2508,2511,2371,1599,4126,4901,6069,4906,2765,1854,878,41.2,40.3,42.1,14866,2.45,1719,2101,3403,4882,452,850,10172,2.94,15856,990,11192,3674,1545,196,238606,129669,584.55,1428,205,239493,154796,1.64983686,Green,10,2,1,416,11.64507989,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,22,C-20,24,SCENIC RIVERS ENERGY COOPERATIVE,Cooperative,2318,2289.216872,435.9003487, ,231 N Sheridan Street,Lancaster,WI,53813-1342,608-723-2121,https://www.sre.coop,7/15/09 0:00,X,701515.0138,Scenic Rivers Energy Cooperative,11,Madison,WPL,WISCONSIN POWER & LIGHT COMPANY,6680,9364.004994,4254.18622,12/21/20 0:00,X, ,4902 North Biltmore Lane,WI,53718,608-458-3311,https://www.alliantenergy.com,6846462.76,Investor-Owned,Wisconsin Power & Light Company
1054,429,103,103,61,Taylor County,Wisconsin,55,119,55119,20760,21.1,20689,21,20248,58,43,56,8,316,128,148,10559,10130,1359,1445,1367,1342,978,2213,2576,3510,2565,1657,1113,564,41.7,40.9,42.5,8388,2.44,1151,1101,1796,2897,274,364,5689,2.96,10582,2194,6693,1695,967,224,119997,141155,984.56,893,253,133702,126517,2.46447138,Taylor,5,3,2,176,8.73054274,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,10,C-06,83,CLARK ELECTRIC COOPERATIVE,Cooperative,1144,1225.566137,375.4412319,PO Box 190,124 N Main Street,Greenwood,WI,54437-0190,715-267-6188,https://www.cecoop.com,7/13/09 0:00, ,604215.3023,Clark Electric Cooperative,9,Eau Claire,NSPW,NORTHERN STATES POWER COMPANY-WISCONSIN,4220,7182.970871,3865.523269,12/19/19 0:00,X, ,1414 West Hamilton Avenue,WI,54701,715-839-2625,https://www.xcelenergy.com,6220969.121,Investor-Owned,Northern States Power Company-Wisconsin
1055,260,1,1,1,Adams County,Wisconsin,55,1,55001,21223,30.9,20875,30.3,19409,633,205,82,4,783,266,276,11221,9654,849,889,1019,1059,840,2053,2374,3381,3512,2995,1481,423,49.1,47.4,51,8666,2.24,1301,1097,1117,3535,237,416,5755,2.68,17436,8770,7203,1463,313,378,87541,337599,687.48,308,381,84544,425646,2.1256773,Adams,8,2,1,416,0.10405855,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,18,C-01,83,ADAMS-COLUMBIA ELECTRIC COOPERATIVE,Cooperative,23,1921.123267,1035.248779,PO Box 70,401 E Lake Street,Friendship,WI,53934-0070,608-339-3346,https://www.acecwi.com,7/24/09 0:00,X,1666074.743,Adams-Columbia Electric Cooperative,5,Westfield,PPL,PIONEER POWER & LIGHT COMPANY,4660,65.74511179,76.59418158,9/23/09 0:00, , ,104 North Main Street,WI,53964,608-296-2149,https://www.pioneer-westfield.com,123266.6331,Investor-Owned,Pioneer Power & Light Company
1056,260,1,1,1,Adams County,Wisconsin,55,1,55001,21223,30.9,20875,30.3,19409,633,205,82,4,783,266,276,11221,9654,849,889,1019,1059,840,2053,2374,3381,3512,2995,1481,423,49.1,47.4,51,8666,2.24,1301,1097,1117,3535,237,416,5755,2.68,17436,8770,7203,1463,313,378,87541,337599,687.48,308,381,84544,425646,2.1256773,Adams,8,2,1,416,28.00387382,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,18,C-01,83,ADAMS-COLUMBIA ELECTRIC COOPERATIVE,Cooperative,23,1921.123267,1035.248779,PO Box 70,401 E Lake Street,Friendship,WI,53934-0070,608-339-3346,https://www.acecwi.com,7/24/09 0:00,X,1666074.743,Adams-Columbia Electric Cooperative,11,Madison,WPL,WISCONSIN POWER & LIGHT COMPANY,6680,9364.004994,4254.18622,12/21/20 0:00,X, ,4902 North Biltmore Lane,WI,53718,608-458-3311,https://www.alliantenergy.com,6846462.76,Investor-Owned,Wisconsin Power & Light Company
1057,406,91,91,55,Rusk County,Wisconsin,55,107,55107,15008,16.1,14755,15.9,14398,61,74,41,1,173,37,143,7371,7384,813,868,954,1004,575,1332,1658,2393,2194,1515,999,450,45.7,45,46.6,6232,2.34,911,972,1074,2125,196,331,4013,2.89,8883,2651,4770,1462,529,253,70073,121366,930.86,501,272,70661,107354,2.4177567,Rusk,4,4,3,160,0.01645425,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,23,C-11,83,JUMP RIVER ELECTRIC COOPERATIVE,Cooperative,2777,1140.657743,424.4593765,PO Box 99,1102 W 9th Street N,Ladysmith,WI,54848-0099,715-532-5524,https://www.jrec.net/,8/13/09 0:00, ,683102.517,Jump River Electric Cooperative,3,Radisson,NCP,NORTH CENTRAL POWER COMPANY,4190,743.3667465,177.9540939,1/1/09 0:00, , ,3661 North Clark Street,WI,54867,715-945-2630,https://www.nweco.com,286389.926,Investor-Owned,North Central Power Company
1058,406,91,91,55,Rusk County,Wisconsin,55,107,55107,15008,16.1,14755,15.9,14398,61,74,41,1,173,37,143,7371,7384,813,868,954,1004,575,1332,1658,2393,2194,1515,999,450,45.7,45,46.6,6232,2.34,911,972,1074,2125,196,331,4013,2.89,8883,2651,4770,1462,529,253,70073,121366,930.86,501,272,70661,107354,2.4177567,Rusk,4,4,3,160,157.178034,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,23,C-11,83,JUMP RIVER ELECTRIC COOPERATIVE,Cooperative,2777,1140.657743,424.4593765,PO Box 99,1102 W 9th Street N,Ladysmith,WI,54848-0099,715-532-5524,https://www.jrec.net/,8/13/09 0:00, ,683102.517,Jump River Electric Cooperative,9,Eau Claire,NSPW,NORTHERN STATES POWER COMPANY-WISCONSIN,4220,7182.970871,3865.523269,12/19/19 0:00,X, ,1414 West Hamilton Avenue,WI,54701,715-839-2625,https://www.xcelenergy.com,6220969.121,Investor-Owned,Northern States Power Company-Wisconsin
1059,220,225,95,57,Sauk County,Wisconsin,55,111,55111,64856,76.4,61976,73,58588,357,769,337,13,2675,1156,756,30848,31128,3979,4014,4170,3930,3336,7734,8044,9545,7936,4769,2962,1557,39.9,38.5,41.4,25192,2.43,3082,3805,5191,7832,850,1637,16634,2.94,29708,4516,17690,7502,1665,200,209776,124356,849.19,1412,212,197736,133470,2.33447792,Sauk,9,2,1,416,2.54617608,64,M-80,9,WISCONSIN DELLS MUNICIPAL ELECTRIC UTILITY,Municipal,6610,10.55772812,17.36248641,PO Box 655,300 Lacrosse Street,Wisconsin Dells,WI,53965-0655,608-253-2542,https://www.citywd.org/?SEC=725C79B5-E2A5-417A-A4AC-76357C6E05A3,2/18/15 0:00, ,27942.26921,Wisconsin Dells Municipal Electric Utility,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,11,Madison,WPL,WISCONSIN POWER & LIGHT COMPANY,6680,9364.004994,4254.18622,12/21/20 0:00,X, ,4902 North Biltmore Lane,WI,53718,608-458-3311,https://www.alliantenergy.com,6846462.76,Investor-Owned,Wisconsin Power & Light Company
1060,20,20,20,10,Clark County,Wisconsin,55,19,55019,35346,29,34690,28.5,33338,80,174,127,8,1292,773,190,17577,17113,2913,2799,2772,2468,1816,3773,3891,4905,3940,2556,1887,970,37.1,35.9,38.3,12679,2.69,1545,1661,3107,4269,373,575,8884,3.26,15076,2397,10122,2557,2317,198,310919,173441,1218.67,2095,215,323806,192889,2.4345185,Clark,5,4,3,160,29.2705891,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,9,Eau Claire,NSPW,NORTHERN STATES POWER COMPANY-WISCONSIN,4220,7182.970871,3865.523269,12/19/19 0:00,X, ,1414 West Hamilton Avenue,WI,54701,715-839-2625,https://www.xcelenergy.com,6220969.121,Investor-Owned,Northern States Power Company-Wisconsin
1061,423,98,98,58,Sawyer County,Wisconsin,55,113,55113,16840,12.5,16557,12.3,13123,77,2757,49,0,268,42,509,8393,8164,971,903,934,982,725,1457,1795,2656,2705,2033,1032,364,47,46.6,47.5,7038,2.31,1052,911,993,2523,244,530,4656,2.77,15975,8937,5344,1694,172,253,21896,147145,1350.24,175,263,26032,125089,2.78300879,Sawyer,4,4,3,160,15.15606224,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,24,C-02,83,BARRON ELECTRIC COOPERATIVE,Cooperative,378,1484.802432,286.3906214,PO Box 40,1434 STH 25 N,Barron,WI,54812-0261,800-322-1008,https://www.barronelectric.com,12/21/20 0:00,X,460901.95,Barron Electric Cooperative,9,Eau Claire,NSPW,NORTHERN STATES POWER COMPANY-WISCONSIN,4220,7182.970871,3865.523269,12/19/19 0:00,X, ,1414 West Hamilton Avenue,WI,54701,715-839-2625,https://www.xcelenergy.com,6220969.121,Investor-Owned,Northern States Power Company-Wisconsin
1062,266,4,4,2,Ashland County,Wisconsin,55,3,55003,15608,14.8,16157,15.3,13662,48,1791,59,4,302,56,537,8082,8075,1001,1014,1084,1136,1121,1856,1750,2490,2138,1307,851,409,40.3,38.8,41.7,6736,2.31,1077,1107,1087,1857,233,540,4091,2.9,9656,2920,4697,2039,187,245,21243,64363,1054.13,263,199,24712,66806,6.15642649,Ashland,2,3,2,176,66.87886986,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,2,C-16,83,PRICE ELECTRIC COOPERATIVE,Cooperative,4874,1807.612179,300.5748382,PO Box 110,508 N Lake Avenue,Phillips,WI,54555-0110,715-339-2155,https://www.price-electric.com,7/15/09 0:00,X,483729.2798,Price Electric Cooperative,9,Eau Claire,NSPW,NORTHERN STATES POWER COMPANY-WISCONSIN,4220,7182.970871,3865.523269,12/19/19 0:00,X, ,1414 West Hamilton Avenue,WI,54701,715-839-2625,https://www.xcelenergy.com,6220969.121,Investor-Owned,Northern States Power Company-Wisconsin
1063,412,93,93,56,St. Croix County,Wisconsin,55,109,55109,92386,125.7,84345,114.7,80914,552,313,900,23,1692,483,1160,42218,42127,6166,6705,6396,5361,3924,11542,12640,13616,9527,4672,2637,1159,36.7,36.1,37.2,31799,2.63,3215,3601,8884,10052,1025,1832,23014,3.07,33983,2184,24754,7045,1417,189,196082,151251,735.19,1444,193,216465,130944,2.05050503,St. Croix,7,4,3,160,15.96320747,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,6,C-21,83,ST CROIX ELECTRIC COOPERATIVE,Cooperative,5195,697.9765553,158.8337599, ,1925 Ridgeway Street,Hammond,WI,54015-5038,800-924-3407,https://www.scecnet.net,12/5/12 0:00,X,255618.6698,St Croix Electric Cooperative,9,Eau Claire,NSPW,NORTHERN STATES POWER COMPANY-WISCONSIN,4220,7182.970871,3865.523269,12/19/19 0:00,X, ,1414 West Hamilton Avenue,WI,54701,715-839-2625,https://www.xcelenergy.com,6220969.121,Investor-Owned,Northern States Power Company-Wisconsin
1064,80,81,81,49,Polk County,Wisconsin,55,95,55095,45059,47.1,44205,46.2,42807,96,454,159,7,656,226,456,22177,22028,2714,2828,2920,2976,1901,4706,5598,7290,6208,3850,2216,998,42.4,41.8,43.1,18004,2.43,2346,2389,3690,6096,653,1043,12256,2.9,24248,6244,14185,3819,1313,195,159940,127214,956.41,1234,208,164959,112064,2.63291046,Polk,4,2,1,416,32.99746217,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,4,Frederic,NWE,NORTHWESTERN WISCONSIN ELECTRIC COMPANY,4280,378.428778,453.5589821,8/18/09 0:00, , ,104 Oak Street East,WI,54837,715-327-4231,https://www.nweco.com,729933.8863,Investor-Owned,Northwestern Wisconsin Electric Company
